行号,标签,预测,判定
4680,"图中展示的物品是草莓,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是{fruit}，根据垃圾分类的标准，应该属于{food},1
4681,"图中展示的物品是变形玩具,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4682,"图中展示的物品是镊子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是[tools]，根据垃圾分类的标准，应该属于[厨余垃圾],0
4683,"图中展示的物品是打印机墨盒,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是硒鼓，根据垃圾分类的标准，应该属于{garbage_type}电子废弃物。,1
4684,"图中展示的物品是罐头瓶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于玻璃,0
4685,"图中展示的物品是购物纸袋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4686,"图中展示的物品是地球仪,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是地球仪，根据垃圾分类的标准，应该属于可回收物。,1
4687,"图中展示的物品是塑料盆,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{bowl}，根据垃圾分类的标准，应该属于{recyclable},1
4688,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃瓶，根据垃圾分类的标准，应该属于可回收垃圾。,1
4689,"图中展示的物品是纸箱,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是纸箱，根据垃圾分类的标准，应该属于废纸,1
4690,"图中展示的物品是烧水壶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{kettle_object},根据垃圾分类的标准，应该属于{trash}",1
4691,"图中展示的物品是粉条,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是干锅，根据垃圾分类的标准，应该属于厨余垃圾,0
4692,"图中展示的物品是玻璃壶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{glassware_object},根据垃圾分类的标准，应该属于{recyclable}",1
4693,"图中展示的物品是八宝粥罐,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是罐头，根据垃圾分类的标准，应该属于可回收物,1
4694,"图中展示的物品是保鲜盒,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料盒子，根据垃圾分类的标准，应该属于可回收垃圾。,1
4695,"图中展示的物品是车钥匙,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是[metal]，根据垃圾分类的标准，应该属于[金属],1
4696,"图中展示的物品是书,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是书籍，根据垃圾分类的标准，应该属于废纸,1
4697,"图中展示的物品是电视遥控器,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是电视机遥控器，根据垃圾分类的标准，应该属于电子废弃物,0
4698,"图中展示的物品是塑料瓶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料瓶，根据垃圾分类的标准，应该属于可回收物。,1
4699,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{dominoes_game}，根据垃圾分类的标准，应该属于{dominoes},0
4700,"图中展示的物品是车钥匙,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4701,"图中展示的物品是咖啡渣,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是{coffee}，根据垃圾分类的标准，应该属于{garbage_type},1
4702,"图中展示的物品是番茄,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[orange_object],根据垃圾分类的标准，应该属于[vegetable]",0
4703,"图中展示的物品是电视遥控器,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是遥控器，根据垃圾分类的标准，应该属于{garbage_type}电子废弃物。,1
4704,"图中展示的物品是草莓,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[fruit],根据垃圾分类的标准，应该属于[可回收物]",0
4705,"图中展示的物品是护肤品空瓶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4706,"图中展示的物品是白萝卜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是萝卜，根据垃圾分类的标准，应该属于厨余垃圾,1
4707,"图中展示的物品是耳机,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是耳机，根据垃圾分类的标准，应该属于可回收物,1
4708,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4709,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{grass_object},根据垃圾分类的标准，应该属于{grass}",1
4710,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃瓶，根据垃圾分类的标准，应该属于可回收物,1
4711,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃瓶，根据垃圾分类的标准，应该属于其他垃圾。,0
4712,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4713,"图中展示的物品是保温杯,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4714,"图中展示的物品是电路板,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是电子线路板，根据垃圾分类的标准，应该属于电子垃圾,1
4715,"图中展示的物品是充电线,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[USB线],[数据线],[充电线],[充电器],[插头],[电脑线],[电脑接口],[USB接口],[数据接口],[电脑线接口],[电脑接口插头],[电脑接口USB接口],[电脑接口数据接口],[电脑接口充电接口],[电脑接口USB接口充电接口],[电脑接口数据接口充电接口],[电脑接口充电接口USB接口充电接口],[电脑接口充电接口数据接口充电接口],[电脑接口充电接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口数据接口],[电脑接口充电接口数据接口USB接口充电接口",1
4716,"图中展示的物品是电动剃须刀,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是剃须刀，根据垃圾分类的标准，应该属于可回收物。,1
4717,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是饼干，根据垃圾分类的标准，应该属于厨余垃圾。,1
4718,"图中展示的物品是烤鸡烤鸭,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是食物，根据垃圾分类的标准，应该属于垃圾,0
4719,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4720,"图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是食物，根据垃圾分类的标准，应该属于垃圾,0
4721,"图中展示的物品是镊子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是塑料制品，根据垃圾分类的标准，应该属于塑料垃圾。,0
4722,"图中展示的物品是果冻,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4723,"图中展示的物品是木制切菜板,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4724,"图中展示的物品是耳机,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是耳机，根据垃圾分类的标准，应该属于可回收垃圾。,1
4725,"图中展示的物品是创可贴,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}废纸",0
4726,"图中展示的物品是耳机,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[wire],[wire],[wire],垃圾物品是[wire],[wire],[wire],按照垃圾分类的标准，应该属于[垃圾]",0
4727,"图中展示的物品是单肩包手提包,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是杂志,根据垃圾分类的标准，应该属于废纸",0
4728,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾",1
4729,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",1
4730,"图中展示的物品是烟蒂,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是烟蒂，根据垃圾分类的标准，应该属于烟蒂,0
4731,"图中展示的物品是键盘,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是键盘，根据垃圾分类的标准，应该属于电子废弃物。,0
4732,"图中展示的物品是玻璃器皿,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃瓶，根据垃圾分类的标准，应该属于可回收物。,1
4733,"图中展示的物品是杀虫剂,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是农药，根据垃圾分类的标准，应该属于有害垃圾。,1
4734,"图中展示的物品是充电头,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}电子垃圾。",1
4735,"图中展示的物品是生肉,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是蔬菜，根据垃圾分类的标准，应该属于厨余垃圾。,0
4736,"图中展示的物品是网卡,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是一块电脑插卡，属于电子垃圾。,1
4737,"图中展示的物品是药品包装,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是塑料袋,根据垃圾分类的标准，应该属于其他垃圾",0
4738,"图中展示的物品是杀虫剂,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4739,"图中展示的物品是胶带,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是胶带，根据垃圾分类的标准，应该属于可回收垃圾。,0
4740,"图中展示的物品是灯罩,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4741,"图中展示的物品是电动剃须刀,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4742,"图中展示的物品是手提包,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4743,"图中展示的物品是碗,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于可回收物。,0
4744,"图中展示的物品是草莓,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{fruit_object},根据垃圾分类的标准，应该属于{fruit}",0
4745,"图中展示的物品是苍蝇拍,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是蚊子拍,根据垃圾分类的标准，应该属于不可回收垃圾",1
4746,"图中展示的物品是木制玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玩具积木，根据垃圾分类的标准，应该属于可回收垃圾。,1
4747,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4748,"图中展示的物品是罐头瓶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃瓶，根据垃圾分类的标准，应该属于玻璃,1
4749,"图中展示的物品是PE塑料袋,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是塑料打包带，根据垃圾分类的标准，应该属于其他垃圾。,1
4750,"图中展示的物品是登机牌,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是票,1
4751,"图中展示的物品是暖宝宝,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4752,"图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4753,"图中展示的物品是台历,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4754,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是饼干，根据垃圾分类的标准，应该属于垃圾食品,0
4755,"图中展示的物品是单肩包手提包,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是手提袋，根据垃圾分类的标准，应该属于可回收物,1
4756,"图中展示的物品是板栗,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是栗子，根据垃圾分类的标准，应该属于可回收物。,0
4757,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是毛绒玩具，根据垃圾分类的标准，应该属于其他垃圾。,0
4758,"图中展示的物品是票据,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是邮资信封,根据垃圾分类的标准，应该属于废纸",0
4759,"图中展示的物品是耳套,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4760,"图中展示的物品是易拉罐,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是废纸，根据垃圾分类的标准，应该属于可回收垃圾,0
4761,"图中展示的物品是充电头,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是充电器，根据垃圾分类的标准，应该属于电子废弃物。,0
4762,"图中展示的物品是玻璃球,根据垃圾分类的标准，应该属于可回收物",玻璃,1
4763,"图中展示的物品是药品包装,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是垃圾食品，根据垃圾分类的标准，应该属于垃圾食品。,0
4764,"图中展示的物品是吹风机,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是吹风机，根据垃圾分类的标准，应该属于电子废弃物。,0
4765,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是面包,根据垃圾分类的标准，应该属于可回收垃圾",0
4766,"图中展示的物品是残渣剩饭,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾。",1
4767,"图中展示的物品是变形玩具,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玩具，根据垃圾分类的标准，应该属于玩具,0
4768,"图中展示的物品是地球仪,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
4769,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
4770,"图中展示的物品是奶盒,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[牛奶],[塑料袋],[纸],根据垃圾分类的标准，应该属于[厨余垃圾],[可回收物],[其他垃圾],[纸]",0
4771,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是玩具,根据垃圾分类的标准，应该属于玩具",1
4772,"图中展示的物品是果冻,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{food_object},根据垃圾分类的标准，应该属于{food}",1
4773,"图中展示的物品是购物纸袋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4774,"图中展示的物品是钢丝球,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是机器，根据垃圾分类的标准，应该属于{垃圾类型},0
4775,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是腊肠，根据垃圾分类的标准，应该属于可回收物。,0
4776,"图中展示的物品是蓄电池,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是电池，根据垃圾分类的标准，应该属于废电池,1
4777,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4778,"图中展示的物品是碗,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{food_container}，根据垃圾分类的标准，应该属于{food},0
4779,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4780,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是蔬菜，根据垃圾分类的标准，应该属于厨余垃圾,0
4781,"图中展示的物品是钟表,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4782,"图中展示的物品是电池板,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}电子废弃物",1
4783,"图中展示的物品是书,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是书籍,根据垃圾分类的标准，应该属于废纸",1
4784,"图中展示的物品是干燥剂,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4785,"图中展示的物品是袜子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是袜子，根据垃圾分类的标准，应该属于废品,1
4786,"图中展示的物品是电池板,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}其他垃圾",0
4787,"图中展示的物品是果冻,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
4788,"图中展示的物品是毛巾,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是毛巾，根据垃圾分类的标准，应该属于废品,0
4789,"图中展示的物品是饼干,根据垃圾分类的标准，应该属于厨余垃圾",垃圾物品,0
4790,"图中展示的物品是量杯,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是玻璃杯,根据垃圾分类的标准，应该属于玻璃",0
4791,"图中展示的物品是档案袋,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[文具],根据垃圾分类的标准，应该属于[废纸]",0
4792,"图中展示的物品是LED灯泡,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是灯泡，根据垃圾分类的标准，应该属于其他垃圾。,0
4793,"图中展示的物品是巴旦木,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4794,"图中展示的物品是水杯,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玻璃杯，根据垃圾分类的标准，应该属于可回收物。,1
4795,"图中展示的物品是玻璃壶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{coffee}，根据垃圾分类的标准，应该属于{coffee},0
4796,"图中展示的物品是纸箱,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是纸板，根据垃圾分类的标准，应该属于可回收垃圾。,1
4797,"图中展示的物品是电动剃须刀,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是剃须刀，根据垃圾分类的标准，应该属于电子垃圾,0
4798,"图中展示的物品是书,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是纸张，根据垃圾分类的标准，应该属于废纸,1
4799,"图中展示的物品是暖宝宝,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是毛绒玩具,根据垃圾分类的标准，应该属于废品",0
4800,"图中展示的物品是勺子,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[spoon,fork,knife,tableware]，根据垃圾分类的标准，应该属于[厨余垃圾]",0
4801,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玩具，根据垃圾分类的标准，应该属于可回收物,1
4802,"图中展示的物品是瓜子,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4803,"图中展示的物品是泡沫盒子,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}其他垃圾",1
4804,"图中展示的物品是充电头,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是充电器，根据垃圾分类的标准，应该属于电子废弃物,0
4805,"图中展示的物品是鞋,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{no garbage}，根据垃圾分类的标准，应该属于{no garbage},0
4806,"图中展示的物品是红花油,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是{drinking_glass}，根据垃圾分类的标准，应该属于{garbage_type},0
4807,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4808,"图中展示的物品是验孕棒,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是垃圾物品，根据垃圾分类的标准，应该属于厨余垃圾,0
4809,"图中展示的物品是药品包装,根据垃圾分类的标准，应该属于有害垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}垃圾。",1
4810,"图中展示的物品是白菜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4811,"图中展示的物品是乒乓球拍,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是{tabletennis_racket}，根据垃圾分类的标准，应该属于{garbage_type}。,1
4812,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}厨余垃圾",1
4813,"图中展示的物品是西瓜皮,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是西瓜皮，根据垃圾分类的标准，应该属于厨余垃圾。,1
4814,"图中展示的物品是罐头瓶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4815,"图中展示的物品是炸鸡,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是烤鱼，根据垃圾分类的标准，应该属于厨余垃圾,0
4816,"图中展示的物品是镊子,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是牙签，根据垃圾分类的标准，应该属于厨余垃圾,0
4817,"图中展示的物品是菠萝蜜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是{fruit}，根据垃圾分类的标准，应该属于{fruit},0
4818,"图中展示的物品是蓄电池,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是电池，根据垃圾分类的标准，应该属于{garbage_type}电子产品/电器设备。,0
4819,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是芹菜，根据垃圾分类的标准，应该属于厨余垃圾。,1
4820,"图中展示的物品是咖啡渣,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是咖啡豆，根据垃圾分类的标准，应该属于可回收物,0
4821,"图中展示的物品是热水瓶,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是杯子,根据垃圾分类的标准，应该属于可回收垃圾",1
4822,"图中展示的物品是保鲜盒,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4823,"图中展示的物品是充电头,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[充电器],根据垃圾分类的标准，应该属于[电子废弃物]",1
4824,"图中展示的物品是陈皮,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4825,"图中展示的物品是牙刷,根据垃圾分类的标准，应该属于其他垃圾",图中展示的物品是牙刷，根据垃圾分类的标准，应该属于可回收物,0
4826,"图中展示的物品是充电线,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是塑料袋,根据垃圾分类的标准，应该属于塑料垃圾",0
4827,"图中展示的物品是玩偶,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是玩具，根据垃圾分类的标准，应该属于其他垃圾。,0
4828,"图中展示的物品是钢丝球,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4829,"图中展示的物品是木制切菜板,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是砧板，根据垃圾分类的标准，应该属于可回收物。,1
4830,"图中展示的物品是PE塑料袋,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4831,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4832,"图中展示的物品是圣女果,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是西红柿，根据垃圾分类的标准，应该属于厨余垃圾。,1
4833,"图中展示的物品是耳机,根据垃圾分类的标准，应该属于可回收物",图中展示的物品是耳机，根据垃圾分类的标准，应该属于电子废弃物。,0
4834,"图中展示的物品是肠(火腿),根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4835,"图中展示的物品是青菜,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是蔬菜,根据垃圾分类的标准，应该属于蔬菜",1
4836,"图中展示的物品是糕点,根据垃圾分类的标准，应该属于厨余垃圾",图中展示的物品是饼干，根据垃圾分类的标准，应该属于可回收物,0
4837,"图中展示的物品是巴旦木,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是坚果,根据垃圾分类的标准，应该属于垃圾食品",0
4838,"图中展示的物品是乒乓球拍,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",1
4839,"图中展示的物品是药品包装,根据垃圾分类的标准，应该属于有害垃圾",图中展示的物品是{drugs}，根据垃圾分类的标准，应该属于{garbage_type}垃圾。,1
4840,"图中展示的物品是蚕豆,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4841,"图中展示的物品是核桃,根据垃圾分类的标准，应该属于厨余垃圾","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
4842,"图中展示的物品是验孕棒,根据垃圾分类的标准，应该属于其他垃圾","图中展示的物品是{garbage_object},根据垃圾分类的标准，应该属于{garbage_type}",1
4843,"图中展示的物品是螺丝刀,根据垃圾分类的标准，应该属于可回收物","图中展示的物品是[garbage_object],根据垃圾分类的标准，应该属于[garbage_type]",0
